Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-02-03,9389.67,9587.73,9233.61,9276.44
2020-02-04,9276.44,9345.79,9090.91,9182.74
2020-02-05,9182.74,9746.59,9157.51,9624.64
2020-02-06,9624.64,9852.22,9541.98,9671.18
2020-02-07,9671.18,9861.93,9671.18,9727.63
2020-02-10,10111,10183,9746.59,9842.52
2020-02-11,9842.52,10384,9718.17,10225
2020-02-12,10225,10471,10215,10352
2020-02-13,10352,10493,10101,10215
2020-02-14,10215,10384,10101,10363
2020-02-17,9881.42,10000,9487.67,9633.91
2020-02-18,9633.91,10256,9624.64,10183
2020-02-19,10183,10288,9389.67,9680.54
2020-02-20,9689.92,9689.92,9469.7,9624.64
2020-02-21,9615.38,9756.1,9578.54,9718.17
2020-02-24,9930.49,10020,9496.68,9643.2
2020-02-25,9643.2,9671.18,9259.26,9389.67
2020-02-26,9398.5,9398.5,8650.52,8795.07
2020-02-27,8787.35,8968.61,8532.42,8795.07
2020-02-28,8795.07,8904.72,8445.95,8620.69
2020-03-02,8561.64,8976.66,8503.4,8936.55
2020-03-03,8928.57,8928.57,8673.03,8787.35
2020-03-04,8787.35,8857.4,8695.65,8756.57
2020-03-05,8764.24,9174.31,8756.57,9082.65
2020-03-06,9082.65,9182.74,9009.01,9132.42
2020-03-09,8183.31,8257.64,7662.84,7886.44
2020-03-10,7886.44,8163.27,7770.01,7968.13
2020-03-11,7968.13,7993.61,7616.15,7993.61
2020-03-12,7974.48,7987.22,5583.47,5783.69
2020-03-13,5807.2,5984.44,3966.68,5437.74
2020-03-16,5359.06,5446.62,4460.3,4940.71
2020-03-17,4943.15,5524.86,4933.4,5461.5
2020-03-18,5455.54,5461.5,5030.18,5353.32
2020-03-19,5361.93,6418.49,5265.93,6297.23
2020-03-20,6297.23,6891.8,5688.28,5963.03
2020-03-23,5885.82,6613.76,5704.51,6468.31
2020-03-24,6468.31,6835.27,6410.26,6784.26
2020-03-25,6784.26,6978.37,6485.08,6706.91
2020-03-26,6697.92,6793.48,6544.5,6724.95
2020-03-27,6724.95,6872.85,6596.31,6693.44
2020-03-30,5913.66,6578.95,5875.44,6544.5
2020-03-31,6548.79,6613.76,6353.24,6459.95
2020-04-01,6459.95,6468.31,6172.84,6377.55
2020-04-02,6377.55,7235.89,6373.49,6844.63
2020-04-03,6839.95,7042.25,6622.52,6788.87
2020-04-06,6770.48,7320.64,6770.48,7299.27
2020-04-07,7299.27,7462.69,7087.17,7183.91
2020-04-08,7178.75,7423.9,7142.86,7336.76
2020-04-09,7336.76,7396.45,7127.58,7315.29
2020-04-13,7132.67,7147.96,6618.13,6839.95
2020-04-14,6844.63,6983.24,6779.66,6858.71
2020-04-15,6863.42,6934.81,6697.92,6738.54
2020-04-16,6743.09,7127.58,6497.73,7082.15
2020-04-17,7082.15,7204.61,7007.71,7077.14
2020-04-20,7204.61,7220.22,6775.07,6868.13
2020-04-21,6863.42,6949.27,6788.87,6901.31
2020-04-22,6901.31,7163.32,6835.27,7102.27
2020-04-23,7102.27,7727.98,7042.25,7598.78
2020-04-24,7604.56,7604.56,7418.4,7530.12
2020-04-27,7633.59,7782.1,7593.01,7739.94
2020-04-28,7739.94,7788.16,7674.6,7739.94
2020-04-29,7739.94,8944.54,7727.98,8865.25
2020-04-30,8865.25,9460.74,8417.51,8764.24
2020-05-01,8764.24,9057.97,8605.85,8733.62
2020-05-04,8865.25,8960.57,8547.01,8952.55
2020-05-05,8952.55,9115.77,8787.35,8968.61
2020-05-06,8976.66,9389.67,8920.61,9293.68
2020-05-07,9293.68,9960.16,9066.18,9881.42
2020-05-08,9881.42,10050,9746.59,9960.16
2020-05-11,8726,9157.51,8257.64,8583.69
2020-05-12,8576.33,8976.66,8517.89,8764.24
2020-05-13,8748.91,9407.34,8748.91,9354.54
2020-05-14,9363.3,9930.49,9276.44,9765.63
2020-05-15,9784.74,9842.52,9267.84,9337.07
2020-05-18,9765.63,9940.36,9514.75,9689.92
2020-05-19,9680.54,9891.2,9478.67,9680.54
2020-05-20,9680.54,9832.84,9337.07,9551.1
2020-05-21,9551.1,9569.38,8818.34,9099.18
2020-05-22,9099.18,9259.26,8944.54,9174.31
2020-05-25,9057.97,9066.18,8643.04,8904.72
2020-05-26,8904.72,9009.01,8710.8,8849.56
2020-05-27,8849.56,9216.59,8810.57,9074.41
2020-05-28,9066.18,9523.81,9066.18,9442.87
2020-05-29,9442.87,9615.38,9345.79,9398.5
2020-06-01,9460.74,9689.92,9407.34,9652.51
2020-06-02,9652.51,10352,9354.54,9523.81
2020-06-03,9523.81,9624.64,9416.2,9587.73
2020-06-04,9587.73,9871.67,9469.7,9775.17
2020-06-05,9775.17,9852.22,9624.64,9727.63
2020-06-08,9708.74,9784.74,9661.84,9718.17
2020-06-09,9708.74,9881.42,9615.38,9823.18
2020-06-10,9823.18,9990.01,9708.74,9852.22
2020-06-11,9852.22,9970.09,9099.18,9345.79
2020-06-12,9345.79,9551.1,9242.14,9425.07
2020-06-15,9337.07,9496.68,8912.66,9442.87
2020-06-16,9433.96,9578.54,9389.67,9505.7
2020-06-17,9505.7,9551.1,9250.69,9407.34
2020-06-18,9407.34,9478.67,9276.44,9363.3
2020-06-19,9363.3,9416.2,9242.14,9302.33
2020-06-22,9328.36,9775.17,9285.05,9689.92
2020-06-23,9689.92,9718.17,9578.54,9652.51
2020-06-24,9652.51,9661.84,9208.1,9267.84
2020-06-25,9267.84,9328.36,9017.13,9302.33
2020-06-26,9302.33,9310.99,9041.59,9165.9
2020-06-29,9124.09,9233.61,9025.27,9208.1
2020-06-30,9208.1,9233.61,9074.41,9165.9
2020-07-01,9165.9,9302.33,9099.18,9242.14
2020-07-02,9242.14,9267.84,8960.57,9140.77
2020-07-03,9149.13,9149.13,9057.97,9082.65
2020-07-06,9041.59,9354.54,9041.59,9285.05
2020-07-07,9285.05,9372.07,9208.1,9250.69
2020-07-08,9250.69,9469.7,9233.61,9433.96
2020-07-09,9433.96,9469.7,9174.31,9250.69
2020-07-10,9250.69,9259.26,9132.42,9233.61
2020-07-13,9267.84,9337.07,9199.63,9250.69
2020-07-14,9250.69,9276.44,9124.09,9242.14
2020-07-15,9242.14,9276.44,9165.9,9225.09
2020-07-16,9225.09,9233.61,9041.59,9124.09
2020-07-17,9124.09,9182.74,9082.65,9165.9
2020-07-20,9174.31,9233.61,9140.77,9174.31
2020-07-21,9174.31,9433.96,9157.51,9380.86
2020-07-22,9380.86,9398.5,9295.49,9379.98
2020-07-23,9381.48,9668,9377.26,9618.53
2020-07-24,9618.62,9618.62,9477.86,9594.72
2020-07-27,9888.65,11131,9888.65,11131
2020-07-28,11126,11392,10605,11027
2020-07-29,11025,11348,10860,11286
2020-07-30,11297,11314,10877,11094
2020-07-31,11097,11452,10984,11328
2020-08-03,11137,11476,10956,11260
2020-08-04,11223,11414,11029,11246
2020-08-05,11241,11791,11105,11777
2020-08-06,11780,11910,11561,11742
2020-08-07,11747,11908,11354,11508
2020-08-10,11648,12072,11648,11839
2020-08-11,11839,11940,11142,11311
2020-08-12,11303,11620,11194,11516
2020-08-13,11510,11733,11288,11698
2020-08-14,11698,11862,11665,11810
2020-08-17,11863,12474,11777,12334
2020-08-18,12335,12413,11864,12074
2020-08-19,12075,12087,11598,11712
2020-08-20,11716,11889,11684,11831
2020-08-21,11833,11881,11614,11678
2020-08-24,11671,11827,11598,11762
2020-08-25,11759,11787,11135,11314
2020-08-26,11313,11541,11261,11478
2020-08-27,11477,11589,11140,11284
2020-08-28,11289,11552,11271,11513
2020-08-31,11608,11775,11586,11640
2020-09-01,11638,12055,11551,12028
2020-09-02,12027,12049,11221,11386
2020-09-03,11388,11466,10515,10736
2020-09-04,10734,10760,10033,10588
2020-09-07,10329,10354,9895.7,10161
2020-09-08,10161,10444,9940.56,10032
2020-09-09,10030,10348,9868.75,10245
2020-09-10,10245,10493,10193,10349
2020-09-11,10352,10381,10217,10338
2020-09-14,10304,10752,10260,10717
2020-09-15,10718,10934,10631,10856
2020-09-16,10858,11094,10673,11020
2020-09-17,11019,11046,10761,10962
2020-09-18,10963,11040,10826,10878
2020-09-21,10877,10991,10350,10509
2020-09-22,10509,10577,10367,10551
2020-09-23,10551,10558,10171,10258
2020-09-24,10260,10712,10214,10653
2020-09-25,10652,10791,10565,10732
2020-09-28,10727,10949,10727,10890
2020-09-29,10890,10890,10644,10770
2020-09-30,10773,10858,10666,10709
2020-10-01,10708,10921,10461,10605
2020-10-02,10593,10666,10394,10524
2020-10-05,10654,10765,10631,10743
2020-10-06,10744,10800,10533,10575
2020-10-07,10575,10680,10555,10664
2020-10-08,10663,10955,10543,10885
2020-10-09,10885,11109,10842,11046
2020-10-12,11328,11718,11230,11689
2020-10-13,11692,11704,11316,11453
2020-10-14,11455,11549,11304,11383
2020-10-15,11384,11604,11272,11507
2020-10-16,11506,11545,11226,11325
2020-10-19,11463,11819,11419,11757
2020-10-20,11756,12046,11691,11927
2020-10-21,11930,12988,11900,12942
2020-10-22,12939,13219,12706,13153
2020-10-23,13156,13196,12736,12929
2020-10-26,13021,13241,12805,13054
2020-10-27,13056,13752,13052,13737
2020-10-28,13737,13855,12911,13268
2020-10-29,13267,13642,12989,13418
2020-10-30,13412,13674,13141,13637
2020-11-02,13698,13826,13224,13580
2020-11-03,13582,13847,13303,13832
2020-11-04,13832,14255,13542,14123
2020-11-05,14122,15561,14085,15555
2020-11-06,15559,15945,15223,15486
2020-11-09,15520,15810,14837,15249
2020-11-10,15254,15475,15100,15385
2020-11-11,15382,15979,15289,15813
2020-11-12,15810,16337,15486,16220
2020-11-13,16226,16482,15978,16210
2020-11-16,15942,16874,15879,16734
2020-11-17,16728,17852,16568,17597
2020-11-18,17604,18456,17284,17838
2020-11-19,17835,18168,17379,17889
2020-11-20,17881,18807,17730,18640
2020-11-23,18628,18691,18030,18421
2020-11-24,18421,19419,18129,19122
2020-11-25,19127,19487,18656,18756
2020-11-26,18778,18905,16275,17196
2020-11-27,17200,17478,16469,17079
2020-11-30,18161,19842,18156,19484
2020-12-01,19490,19909,18262,18939
2020-12-02,18952,19333,18357,19118
2020-12-03,19134,19604,18892,19479
2020-12-04,19483,19547,18712,18979
2020-12-07,19145,19413,18912,19124
2020-12-08,19126,19294,18550,18550
2020-12-09,18472,18605,17672,18561
2020-12-10,18560,18636,17931,18336
2020-12-11,18334,18382,17605,17990
2020-12-14,19111,19330,19010,19282
2020-12-15,19286,19552,19065,19472
2020-12-16,19473,21435,19308,21377
2020-12-17,21397,23692,21245,23024
2020-12-18,22976,23263,22364,22774
2020-12-21,23485,24073,22056,23173
2020-12-22,23185,23743,22390,23743
2020-12-23,23724,24045,22666,23281
2020-12-24,23270,23465,22722,23333
2020-12-28,26474,27429,26089,26821
2020-12-29,26826,27173,25883,27043
2020-12-30,27012,28985,26940,28742
2020-12-31,28732,29301,27976,29170
2021-01-04,33148,33621,28497,31388
2021-01-05,31387,34486,29998,34285
2021-01-06,34310,36478,33465,36074
2021-01-07,36058,40301,36053,39632
2021-01-08,39675,41946,36697,39037
2021-01-11,38456,38661,30314,34468
2021-01-12,34470,36609,32527,33683
2021-01-13,33649,37804,32436,37219
2021-01-14,37165,40046,36786,38941
2021-01-15,38873,39678,34459,35585
2021-01-18,36215,37424,34823,36506
2021-01-19,36464,37833,36117,36695
2021-01-20,36686,36705,33537,35030
2021-01-21,35008,35666,30121,30824
2021-01-22,30857,33850,28823,33555
2021-01-25,32181,34868,31938,32487
2021-01-26,32488,32792,30872,32657
2021-01-27,32736,32937,29272,30611
2021-01-28,30601,33548,29938,33548
2021-01-29,33537,38604,32003,34569
2021-02-01,33007,34701,32343,33560
2021-02-02,33562,36004,33464,35652
2021-02-03,35629,37523,35426,37309
2021-02-04,37315,38740,36250,37295
2021-02-05,37294,38339,36638,37771
2021-02-08,38829,44988,38078,44715
2021-02-09,44669,48165,44669,46827
2021-02-10,46880,47337,43769,45214
2021-02-11,45230,48619,44061,47678
2021-02-12,47710,48919,46264,47678
2021-02-15,49114,49114,46002,48246
2021-02-16,48260,50523,47077,49150
2021-02-17,49135,52623,48996,52127
2021-02-18,52143,52540,50909,51840
2021-02-19,51875,55710,50798,55353
2021-02-22,57356,57587,48391,54151
2021-02-23,54157,54330,45055,48685
2021-02-24,48697,51345,47041,48797
2021-02-25,48885,52051,47490,48165
2021-02-26,48126,48436,44256,46234
2021-03-01,45271,49488,44976,49138
2021-03-02,49169,50218,47099,47819
2021-03-03,47845,52601,47790,50618
2021-03-04,50602,51773,47540,48251
2021-03-05,48251,49463,46382,49254
2021-03-08,50515,51978,49358,51605
2021-03-09,51602,54870,51602,54777
2021-03-10,54807,57379,53079,56928
2021-03-11,56941,58025,54342,57924
2021-03-12,57954,58143,55127,56750
2021-03-15,60208,60716,54945,56107
2021-03-16,56148,56818,53328,56338
2021-03-17,56309,58955,54186,58326
2021-03-18,58357,60071,57045,57740
2021-03-19,57697,59442,56306,58411
2021-03-22,57637,58408,53824,54618
2021-03-23,54576,55835,52991,54407
2021-03-24,54395,57192,51765,52684
2021-03-25,52596,53143,50454,51741
2021-03-26,51757,54274,51274,54010
2021-03-29,55142,58377,54924,57537
2021-03-30,57554,59382,57058,58754
2021-03-31,58758,59812,57026,58962
2021-04-01,58948,59471,58001,58737
2021-04-05,58116,59210,56838,58668
2021-04-06,58675,59460,57386,57947
2021-04-07,57927,58624,55497,56224
2021-04-08,56186,58143,55726,57677
2021-04-09,57677,58882,57574,58377
2021-04-12,59545,61207,59425,60017
2021-04-13,60002,63682,59823,63111
2021-04-14,63139,64830,61365,62826
2021-04-15,62810,63792,62042,63436
2021-04-16,63460,63585,60071,61831
2021-04-19,56354,57564,54336,56338
2021-04-20,56338,57084,53482,57016
2021-04-21,57016,57091,54374,54837
2021-04-22,54816,55454,50554,51728
2021-04-23,51698,52195,47535,50963
2021-04-26,47694,54380,47601,53379
2021-04-27,53385,55469,52960,55353
2021-04-28,55325,56433,53914,54828
2021-04-29,54858,55209,52408,53353
2021-04-30,53339,57372,53104,57081
2021-05-03,56702,58948,56309,57136
2021-05-04,57130,57475,53345,54386
2021-05-05,54386,57924,53034,56825
2021-05-06,56844,58374,55350,56382
2021-05-07,56386,58675,55346,57657
2021-05-10,58102,59581,54292,55766
2021-05-11,55757,56922,54543,56580
2021-05-12,56571,57995,53619,54564
2021-05-13,54579,54774,47054,49598
2021-05-14,49593,51520,48475,50193
2021-05-17,45245,46611,42173,43607
2021-05-18,43548,45794,42499,42996
2021-05-19,43011,43550,30108,38742
2021-05-20,38873,42503,35021,40700
2021-05-21,40705,42210,35630,36187
2021-05-24,34058,39882,33714,38697
2021-05-25,38641,39834,36538,38007
2021-05-26,37984,40845,37867,39111
2021-05-27,39102,40353,37229,39049
2021-05-28,39049,39168,35157,35813
2021-05-31,35962,37471,34218,36885
2021-06-01,36967,37895,35753,36391
2021-06-02,36389,38207,35941,37794
2021-06-03,37810,39468,37202,38773
2021-06-04,38779,39250,35648,36866
2021-06-07,35940,36763,33703,34148
2021-06-08,34137,34296,31063,33551
2021-06-09,33527,36830,32450,36657
2021-06-10,36649,38322,35840,36615
2021-06-11,36658,37659,36013,37251
2021-06-14,38900,40999,38736,40267
2021-06-15,40284,41307,39587,39960
2021-06-16,39970,40486,38361,38761
2021-06-17,38757,39527,37399,37747
2021-06-18,37743,38203,35185,35283
2021-06-21,35568,35760,31438,31575
2021-06-22,31500,33294,28945,32464
2021-06-23,32496,34796,31840,33342
2021-06-24,33381,35222,32345,34807
2021-06-25,34797,35489,31500,32173
2021-06-28,32845,35255,32845,34740
2021-06-29,34691,36566,34151,36246
2021-06-30,36249,36249,34073,34796
2021-07-01,34809,35206,32839,33488
2021-07-02,33505,33948,32733,33320
2021-07-05,35867,35889,33181,34165
2021-07-06,34169,35089,33584,33763
2021-07-07,33767,35045,33748,34242
2021-07-08,34250,34278,32118,32689
2021-07-09,32687,33686,32290,33457
2021-07-12,34473,34627,32664,32875
2021-07-13,32869,33324,32215,32579
2021-07-14,32584,33063,31628,32860
2021-07-15,32861,33184,31174,31729
2021-07-16,31731,32255,31077,31911
2021-07-19,31848,31943,30562,30782
2021-07-20,30783,31018,29325,29695
2021-07-21,29702,32773,29512,31832
2021-07-22,31842,32597,31740,32182
2021-07-23,32164,32886,32040,32274
2021-07-26,34588,40533,34491,37207
2021-07-27,37115,38764,36422,38258
2021-07-28,38285,40871,38146,40103
2021-07-29,40103,40627,39355,39579
2021-07-30,39562,40402,38386,39920
2021-08-02,41093,41201,38700,39226
2021-08-03,39211,39774,37744,38304
2021-08-04,38323,39947,37529,39833
2021-08-05,39836,41403,37350,40955
2021-08-06,40932,43234,39938,42948
2021-08-09,44260,46455,42817,45714
2021-08-10,45718,46648,44681,45733
2021-08-11,45727,46751,45282,46363
2021-08-12,46371,46371,43837,44260
2021-08-13,44250,46681,43906,46471
2021-08-16,46887,48040,45687,46064
2021-08-17,46070,47097,44593,44771
2021-08-18,44777,46021,44277,44625
2021-08-19,44621,46852,43995,46631
2021-08-20,46622,49051,46365,48688
2021-08-23,48714,50500,48655,49556
2021-08-24,49564,49858,47847,48200
2021-08-25,48202,49142,47168,49080
2021-08-26,49077,49353,46479,47266
2021-08-27,47263,48534,46382,48328
2021-08-30,48914,49397,47447,48412
2021-08-31,48405,48461,46720,46979
2021-09-01,46948,48957,46561,48445
2021-09-02,48445,50350,48323,49831
2021-09-03,49828,51013,48365,50543
2021-09-06,51725,52149,51046,52110
2021-09-07,52119,52904,43954,46516
2021-09-08,46551,47335,44512,46066
2021-09-09,46072,47299,45614,46468
2021-09-10,46488,47026,44811,45656
2021-09-13,45288,46764,43565,45163
2021-09-14,45132,46933,44787,46707
2021-09-15,46690,48445,46605,48183
2021-09-16,48181,48492,47059,47683
2021-09-17,47676,48165,46792,47522
2021-09-20,47461,47599,42602,43493
2021-09-21,43510,43904,39782,41423
2021-09-22,41428,43997,40259,43254
2021-09-23,43264,44926,43109,44691
2021-09-24,44695,45088,40863,42425
2021-09-27,43582,44316,42691,43105
2021-09-28,43098,43399,41144,41845
2021-09-29,41873,42571,40813,41247
2021-09-30,41247,44098,41125,43752
2021-10-01,43758,48068,43311,48047
2021-10-04,47810,49498,46966,48928
2021-10-05,48921,51865,48759,51779
2021-10-06,51763,55362,50446,55102
2021-10-07,55109,55624,50571,54301
2021-10-08,54295,55994,53668,54693
2021-10-11,54867,57820,54457,57146
2021-10-12,57143,57634,54142,55994
2021-10-13,56048,57700,54283,57527
2021-10-14,57518,58493,56867,57760
2021-10-15,57757,61824,56893,61448
2021-10-18,60610,62617,59934,61782
2021-10-19,61782,64334,61440,64107
2021-10-20,64094,66961,63553,65820
2021-10-21,65811,66644,62332,62555
2021-10-22,62700,63715,60096,60994
2021-10-25,60968,63702,60669,62826
2021-10-26,62842,63279,60698,60698
2021-10-27,60827,61467,58153,58810
2021-10-28,58803,62193,58163,60724
2021-10-29,60731,62952,60317,62629
2021-11-01,61429,62465,59588,61143
2021-11-02,61140,64263,60691,62980
2021-11-03,62980,63540,61132,62869
2021-11-04,62810,63095,60768,61188
2021-11-05,61188,62610,60790,60953
2021-11-08,62834,66556,62814,66538
2021-11-09,66538,68503,66361,67313
2021-11-10,67304,68946,63524,65206
2021-11-11,65147,65557,64144,65206
2021-11-12,65210,65462,62321,64156
2021-11-15,64533,66309,63464,63971
2021-11-16,63963,63975,58799,60621
2021-11-17,60617,60816,58586,60017
2021-11-18,59992,60950,56693,56693
2021-11-19,56616,58394,55676,57847
2021-11-22,59179,59298,55698,56744
2021-11-23,56741,57864,55445,57607
2021-11-24,57587,57753,55910,57016
2021-11-25,57009,59439,56993,58928
2021-11-26,58931,59361,53579,54526
2021-11-29,56095,58900,56095,58106
2021-11-30,58116,59214,55988,57330
2021-12-01,57346,59098,56500,57068
2021-12-02,57078,57409,55860,56863
2021-12-03,56886,57597,51838,53482
2021-12-06,49339,50976,47255,50823
2021-12-07,50891,51989,50080,50370
2021-12-08,50261,51227,48674,50158
2021-12-09,50231,50831,47328,47920
2021-12-10,47959,49988,47335,48389
2021-12-13,50330,50391,45897,46924
2021-12-14,46913,48648,46324,48347
2021-12-15,48286,49485,46583,48709
2021-12-16,48752,49424,47542,47854
2021-12-17,47831,48003,45568,46157
2021-12-20,47362,47492,45579,46810
2021-12-21,46751,49327,46674,49276
2021-12-22,49285,49561,48464,48996
2021-12-23,48998,51369,48040,50785
2021-12-24,50777,51865,50518,51156
2021-12-27,51000,52026,50480,50989
2021-12-28,51036,51052,47335,47730
2021-12-29,47710,48137,46668,47310
2021-12-30,47284,47897,46000,47019
2021-12-31,47072,48558,45723,45933
2022-01-03,47266,47569,45712,46219
2022-01-04,46224,47551,45571,46153
2022-01-05,46153,47023,42495,43405
2022-01-06,43454,43779,42452,43191
2022-01-07,43176,43232,40856,41916
2022-01-10,42205,42264,39716,41601
2022-01-11,41604,43098,41281,42726
2022-01-12,42724,44303,42472,43862
2022-01-13,43860,44415,42342,42626
2022-01-14,42611,43376,41815,43129
2022-01-17,43210,43268,41568,42098
2022-01-18,42095,42671,41322,42486
2022-01-19,42495,42569,41190,42003
2022-01-20,41990,43491,40868,41201
2022-01-21,41176,41184,37612,38441
2022-01-24,35519,37432,33014,36389
2022-01-25,36391,37546,35719,36789
2022-01-26,36781,38892,36274,36490
2022-01-27,36532,37182,35540,36719
2022-01-28,36724,37859,36172,37780
2022-01-31,37801,38746,36678,38438
2022-02-01,38432,39243,38039,38710
2022-02-02,38718,38895,36681,37074
2022-02-03,37037,37154,36310,36959
2022-02-04,36952,40895,36894,40575
2022-02-07,41611,44502,41527,44111
2022-02-08,44096,45479,42717,44111
2022-02-09,44103,44833,43176,44611
2022-02-10,44593,45817,43299,43941
2022-02-11,43975,44039,42203,42353
2022-02-14,42405,42856,41634,42693
2022-02-15,42691,44524,42463,44172
2022-02-16,44195,44757,43356,44039
2022-02-17,44032,44191,40120,40732
2022-02-18,40737,40963,39540,40067
2022-02-21,38855,39468,36835,37601
2022-02-22,37580,38295,36374,37913
2022-02-23,37936,39242,37166,37651
2022-02-24,37670,39341,34373,37859
2022-02-25,37882,39700,37882,39156
2022-02-28,37821,44115,37404,43107
2022-03-01,42935,44964,42891,44156
2022-03-02,44160,45241,43354,44082
2022-03-03,44076,44209,41859,42510
2022-03-04,42508,42613,39213,39502
2022-03-07,38986,39512,37162,38183
2022-03-08,38213,39362,37892,38574
2022-03-09,38558,42566,38537,41899
2022-03-10,41897,42125,38647,39457
2022-03-11,39457,40203,38253,38401
2022-03-14,37750,39912,37573,39347
2022-03-15,39331,39852,38207,39488
2022-03-16,39482,41660,38950,40890
2022-03-17,40895,41483,40563,41010
2022-03-18,41009,42323,40198,41755
2022-03-21,41418,41530,40507,41166
2022-03-22,41137,43258,40910,42544
2022-03-23,42548,42766,41783,42510
2022-03-24,42508,44222,42421,43973
2022-03-25,43970,45094,43643,44543
2022-03-28,46564,48181,46384,47664
2022-03-29,47621,48102,46904,47308
2022-03-30,47297,47705,46646,47001
2022-03-31,47001,47608,45537,45775
2022-04-01,45767,46707,44242,46356
2022-04-04,46849,47400,45167,46481
2022-04-05,46458,47210,45486,45960
2022-04-06,45958,46060,43193,43863
2022-04-07,43846,43892,42759,43499
2022-04-08,43524,43979,42539,42741
2022-04-11,42679,42724,39369,39452
2022-04-12,39392,40640,39251,39712
2022-04-13,39700,41554,39573,41220
2022-04-14,41232,41497,39609,39973
2022-04-18,40216,41100,38561,40805
2022-04-19,40813,41717,40606,41293
2022-04-20,41319,42167,40912,41504
2022-04-21,41504,42985,40571,40737
2022-04-22,40730,40811,39225,39516
2022-04-25,39642,40365,38245,40235
2022-04-26,40235,40773,37824,38335
2022-04-27,38333,39432,37746,39234
2022-04-28,39226,40350,38898,39836
2022-04-29,39845,39920,38178,38322
2022-05-02,38341,39114,38071,38638
2022-05-03,38643,38883,37530,37791
2022-05-04,37791,39974,37645,39750
2022-05-05,39746,39795,35600,36454
2022-05-06,36451,36646,35343,36000
2022-05-09,34451,34466,30331,30826
2022-05-10,30803,32617,29791,30282
2022-05-11,30287,32081,27713,28870
2022-05-12,28913,30064,25565,28407
2022-05-13,28371,30940,28297,30041
2022-05-16,31038,31342,29174,30101
2022-05-17,30135,30718,29453,30523
2022-05-18,30510,30652,28726,29118
2022-05-19,29152,30504,28645,30244
2022-05-20,30246,30693,28719.1,29277.4
2022-05-23,29984.1,30626.9,29031.7,29290
2022-05-24,29308.2,29601.4,28656.9,29545
2022-05-25,29548.5,30181.7,29334,29790.9
2022-05-26,29789.2,29846.2,28019.2,29548
2022-05-27,29546.4,29639.4,28254.8,28819.6
2022-05-30,29213.6,32115.9,29151.8,31777.8
2022-05-31,31780.5,32349.1,31219.7,31672.4
2022-06-01,31682.3,31947.7,29352,29550.1
2022-06-02,29564.1,30377.7,29493.4,30330
2022-06-03,30340,30637.8,29314.5,29531.9
2022-06-06,29937,31723.6,29848.2,31478.5
2022-06-07,31462.1,31535.9,29195.8,31385.5
2022-06-08,31383.3,31466.1,29878.5,30386.4
2022-06-09,30404.4,30649.7,29947.2,30120.7
2022-06-10,30114,30321.4,28876.6,28945.4
2022-06-13,27335.6,27396.2,22608.5,23015.7
2022-06-14,23031.7,23079,20824.5,21474.9
2022-06-15,21463.2,22395,20098.6,22192.8
2022-06-16,22157.8,22518.6,20739.1,20985.9
2022-06-17,20985.9,21282.3,20235.7,20512.6
2022-06-20,20369.1,21005,19628.4,20388
2022-06-21,20414.5,21678.5,20245.2,20964.9
2022-06-22,20949.8,20979,19756.5,19983
2022-06-23,19986.7,21098.1,19870.8,20673.8
2022-06-24,20667.9,21430.7,20662.9,21230.9
2022-06-27,21368.8,21505.6,20505.4,20784
2022-06-28,20796.9,21192.7,20183.1,20370
2022-06-29,20362.4,20425,19872.7,20270.8
2022-06-30,20271.2,20300.3,18655.4,18797.2
2022-07-01,18790.3,20855.4,18721.6,19380
2022-07-04,19275.8,20065.1,19032.9,19932.8
2022-07-05,19934.8,20715,19286.7,20345.5
2022-07-06,20355.6,20453.5,19747.4,20332.5
2022-07-07,20332.5,21819.1,20250.8,21653.4
2022-07-08,21661.1,22487,21177.3,21811.1
2022-07-11,21008.4,21014.1,20205.8,20231.3
2022-07-12,20212.2,20215.3,19271,19328.4
2022-07-13,19330.4,20064.4,18915.3,19903.1
2022-07-14,19910.4,20884.6,19621.2,20468.5
2022-07-15,20468,21174,20371.5,21122.4
2022-07-18,21027.5,22749.8,20749.1,21653.4
2022-07-19,21658.6,23788.9,21555,23659.2
2022-07-20,23654.6,24275.2,22929.5,23608.9
2022-07-21,23608.2,23631.8,22346.6,23216.4
2022-07-22,23213.6,23756.9,22561,22586.8
2022-07-25,22814.5,23003.6,21573.2,22029.7
2022-07-26,22029.9,22029.9,20732.9,20940
2022-07-27,20944.6,23109,20929.5,22682.6
2022-07-28,22680.1,24200.9,22590.2,23931.5
2022-07-29,23917.6,24414.5,23435.7,23908.8
2022-08-01,23582.4,23595,22860.5,23028.2
2022-08-02,23022.4,23456.1,22670.3,23095.1
2022-08-03,23097.6,23619.8,22695.1,23278.6
2022-08-04,23278.3,23283.7,22417.8,22494.7
2022-08-05,22493.9,23464,22459.3,22917.8
2022-08-08,23319.8,24244.6,23069.6,23852.8
2022-08-09,23851.6,23935.3,22882,23195.8
2022-08-10,23195.6,24226.3,22694.3,23960.1
2022-08-11,23968.7,24882.8,23817.9,24191.8
2022-08-12,24196.1,24268.3,23601.7,24166.2
2022-08-15,24352.1,25212.6,23887.6,24019
2022-08-16,24032.8,24249.3,23683.1,23949
2022-08-17,23950.6,24438.4,23189,23336.3
2022-08-18,23331.9,23598.9,23241.8,23362.3
2022-08-19,23362.6,23398.7,21153.8,21353.1
