Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2022-08-22,21532.9,21666.4,20903.7,21094.3
2022-08-23,21097.4,21664.9,20916.1,21489.2
2022-08-24,21489.4,21834.3,21154.4,21587.7
2022-08-25,21594.4,21814.8,21315.1,21583.5
2022-08-26,21585.5,21826.1,20550,20658
2022-08-29,19962,20428.1,19538.2,20206.5
2022-08-30,20204.7,20567.2,19552.9,19886.1
2022-08-31,19886.9,20487.3,19751.2,20286.3
2022-09-01,20278.7,20290.6,19573.4,20086.4
2022-09-02,20082.4,20440.3,19766.6,19907.7
2022-09-05,19856.3,20053.6,19637.6,19752.5
2022-09-06,19750.3,20177.1,18721,18977.4
2022-09-07,18977.8,19456.8,18551.7,19363.7
2022-09-08,19367.9,19447.5,19030.4,19335
2022-09-09,19333.6,21439,19254.9,21270.1
2022-09-12,21527.1,22483.3,21527.1,22343.1
2022-09-13,22348.6,22739.8,19889.6,20132.1
2022-09-14,20133.2,20524.2,19661,20207.6
2022-09-15,20206.7,20387.5,19509.2,19827
2022-09-16,19828.4,19888.4,19332.7,19623
2022-09-19,19450.1,19662.9,18264.4,19515.3
2022-09-20,19521.1,19672.4,18745.5,18900.6
2022-09-21,18898.2,19722.1,18347.7,18468.3
2022-09-22,18463.6,19488.1,18149.4,19173.9
2022-09-23,19173.6,19506.6,18540.4,18820.1
2022-09-26,18740,19310,18634.3,19094.5
2022-09-27,19098,20370,18821.7,18995.9
2022-09-28,18986.7,19766,18489.8,19618.6
2022-09-29,19618.9,19661.7,18848.6,19433.3
2022-09-30,19431.8,20175.3,19166.7,19473.3
2022-10-03,19190.9,19648.1,18931.2,19555
2022-10-04,19557,20462.1,19499.9,20296.9
2022-10-05,20297.4,20384.4,19730,20055.8
2022-10-06,20052.4,20448.2,19881,19915.3
2022-10-07,19914.4,20056.7,19332.1,19464.4
2022-10-10,19480.9,19524.5,19109,19244
2022-10-11,19244,19266,18863.5,19004.3
2022-10-12,19003.7,19198.9,18980.3,19181.4
2022-10-13,19183.9,19503.7,18197.2,19402.7
2022-10-14,19403.1,19950.2,19114.3,19187.8
2022-10-17,19159.4,19676.7,19121.1,19515.2
2022-10-18,19515.3,19700.5,19099.3,19299.8
2022-10-19,19292.2,19369.8,19090.3,19195.6
2022-10-20,19196.2,19338.1,18917.4,19068.8
2022-10-21,19069.8,19247.6,18650.8,19205.7
2022-10-24,19542.2,19693.1,19165.4,19365.9
2022-10-25,19368.6,20416.7,19241.6,20232.5
2022-10-26,20234.4,21016.7,20004.1,20745.8
2022-10-27,20745.2,20907.2,20258.9,20411.9
2022-10-28,20407.5,20746.8,20016.3,20623.6
2022-10-31,20589.9,20839.2,20247.7,20473.3
2022-11-01,20479.2,20688.9,20341.1,20473.7
2022-11-02,20476.1,20796.5,20060.2,20110.3
2022-11-03,20102.7,20385.5,20046,20189.8
2022-11-04,20192.8,21293.2,20162.6,21129.1
2022-11-07,21130.8,21151,20389.5,20465.5
2022-11-08,20463.7,20694.2,17208.2,18525.4
2022-11-09,18514.2,18721.4,15772.4,16102.8
2022-11-10,16103,19497.5,15802,17884.9
2022-11-11,17899.7,20542.6,16507.1,16679
2022-11-14,16414,17151.6,15798.6,16389.6
2022-11-15,16385.9,17101.8,16383.5,16862.8
2022-11-16,16863.2,16982.8,16383.8,16649.3
2022-11-17,16653.7,16750.3,16402.6,16700.5
2022-11-18,16703.7,16987.3,16533.6,16613
2022-11-21,16273.4,16298.1,15477.8,15721
2022-11-22,15722.4,16283.4,15601.4,16162.8
2022-11-23,16165.5,16667.8,16138,16494.6
2022-11-24,16494.1,16795,16453.1,16599.5
2022-11-25,16598.6,16646,16335.3,16520.2
2022-11-28,16560.5,16565.5,16007.1,16212.5
2022-11-29,16217.1,16532.8,16094.3,16490.9
2022-11-30,16487.2,17216.1,16424,17158.1
2022-12-01,17153.7,17236,16868.5,16965.8
2022-12-02,16966.4,17104.8,16812.6,17024.4
2022-12-05,17105.1,17420.1,16870,16940.3
2022-12-06,16943.5,17101.6,16912.1,16973.8
2022-12-07,16974,17131.4,16689.8,16842.7
2022-12-08,16842.1,17296.5,16745.8,17202.2
2022-12-09,17203.3,17345.2,17085.9,17096.6
2022-12-12,17104.6,17215.8,16874.2,17160.9
2022-12-13,17159.6,17952.1,17089.4,17772.6
2022-12-14,17770.7,18370.1,17673.9,17837.2
2022-12-15,17837.7,17856.7,17294.4,17344.4
2022-12-16,17344.3,17525.4,16746.8,16889.2
2022-12-19,16763.3,16820,16265.6,16418.9
2022-12-20,16412.2,17046.2,16373.8,16870.1
2022-12-21,16868.8,16925.1,16728.2,16766.1
2022-12-22,16763.7,16864.6,16563.4,16799.6
2022-12-23,16795,16928,16743.9,16812
2022-12-27,16835.8,16962.5,16597.7,16683.1
2022-12-28,16684.1,16776.9,16462.9,16508.9
2022-12-29,16510.1,16656.7,16481.9,16610.9
2022-12-30,16613,16645.1,16331.9,16590.7
2023-01-02,16594.2,16774.8,16543.5,16692.6
2023-01-03,16692.9,16769,16599.8,16670.8
2023-01-04,16671.6,16982.7,16648.1,16821.4
2023-01-05,16821.6,16871.2,16750.6,16833
2023-01-06,16831.2,17023.1,16675.3,16905.9
2023-01-09,16965.1,17394.4,16965.1,17204.6
2023-01-10,17204.3,17494.5,17131.4,17435.2
2023-01-11,17433.5,17591.3,17314.7,17558.2
2023-01-12,17555,19116.9,17551.1,18918.1
2023-01-13,18914.9,19491.8,18719.3,19458.6
2023-01-16,20919.8,21442.9,20627.4,21188.4
2023-01-17,21191.5,21564.6,20855.1,21234.1
2023-01-18,21234.8,21644.3,20412.4,20811.8
2023-01-19,20802.2,21188.4,20645.2,21065.8
2023-01-20,21064.9,22383.6,20867.9,22267.2
2023-01-23,22675.2,23169.1,22613.9,22928.4
2023-01-24,22934.4,23164.5,22730.5,22757.4
2023-01-25,22756.8,23813.6,22364.2,22945.8
2023-01-26,22937.7,23267.5,22869.4,23008.1
2023-01-27,23005.8,23501.3,22560,23131
2023-01-30,23766.7,23875.1,22516.9,22730.8
2023-01-31,22731.3,23292.2,22706.6,23181.8
2023-02-01,23181.9,23802.8,22766.8,23715.2
2023-02-02,23719.9,24244.1,23439.1,23562.1
2023-02-03,23558.4,23718.9,23223.1,23341.4
2023-02-06,22986,23139.3,22639,22883.1
2023-02-07,22878.2,23349.5,22646.3,23234.6
2023-02-08,23232.2,23436.2,22677.5,22930.5
2023-02-09,22931,23002.9,21703.1,21769.7
2023-02-10,21763.5,21941.1,21567.1,21715.2
2023-02-13,21797,21902.5,21389.2,21648.1
2023-02-14,21651.9,22307.8,21600.2,22195.4
2023-02-15,22196.3,24375.6,22056.6,24164.6
2023-02-16,24154.2,25190.4,23991.1,24031.1
2023-02-17,24013.8,25012.5,23352,24806
2023-02-20,24494.3,25098.3,23889.7,24699.7
2023-02-21,24703.6,25247.2,24161.1,24382.4
2023-02-22,24387.9,24474.7,23591.9,24100.9
2023-02-23,24102.5,24599.8,23617.8,23868.4
2023-02-24,23869.4,24128.7,22886.6,23191.9
2023-02-27,23475.5,23890.9,23124.3,23472.5
2023-02-28,23487,23598.7,23027.2,23158.9
2023-03-01,23157.9,23908.7,23027.9,23535.6
2023-03-02,23535,23791.5,23200.6,23467.1
2023-03-03,23462.3,23504.3,22115.3,22286.4
2023-03-06,22434.8,22596,22266.8,22433
2023-03-07,22430,22546.6,21947.5,22108.3
2023-03-08,22103.3,22267.5,21788.9,21788.9
2023-03-09,21788.4,21813.8,20068.1,20342.5
2023-03-10,20345.2,20375.8,19568.5,19976.9
2023-03-13,21915.8,24630.9,21829.1,24299.4
2023-03-14,24296.6,26556.2,24048.2,24804
2023-03-15,24799.8,25255.3,23998.4,24466.5
2023-03-16,24463.9,25210.8,24214.4,25039
2023-03-17,25043.9,27005.9,24944.6,26838
2023-03-20,28182.1,28548.3,27227.9,28059.8
2023-03-21,28055,28514.7,27417.9,28121.7
2023-03-22,28120.3,28872.2,26688.3,27289.1
2023-03-23,27286.3,28784.7,27181,28277.4
2023-03-24,28272.8,28497.3,27526.9,27610.1
2023-03-27,27856.6,28166.3,26665.1,27183.4
2023-03-28,27183.4,27517.2,26644.3,27207.1
2023-03-29,27201.1,28639.4,27149.8,28304.4
2023-03-30,28298.3,29187.3,27689.9,28076.4
2023-03-31,28076.4,28662.1,27526.5,28441.6
2023-04-03,28027.4,28505.7,27376.7,27720
2023-04-04,27725.4,28443.2,27680,28224.1
2023-04-05,28233.1,28777.5,27820.8,28191
2023-04-06,28191.2,28240.5,27723.2,27998.9
2023-04-10,28456.3,29316.4,28197.2,29246
2023-04-11,29246.3,30573,29246.3,30219.1
2023-04-12,30219.4,30446.8,29686.4,29967.5
2023-04-13,29967.4,30604.8,29829,30312.7
2023-04-14,30312.8,31018.5,29998.7,30315.8
2023-04-17,30409.1,30425.5,29260.8,29469.9
2023-04-18,29469.6,30489.2,29123.8,30376.8
2023-04-19,30376.8,30425.8,28834.6,29176.1
2023-04-20,29203.3,29246,28001.2,28232.7
2023-04-21,28232.7,28371.5,27190.9,27258.3
2023-04-24,27519.2,27991.1,27075.8,27415.2
2023-04-25,27414,28314,27194.7,28280.8
2023-04-26,28272.2,30006.4,27396.1,28679.8
2023-04-27,28686.9,29893,28191.5,29656.8
2023-04-28,29656.8,29673.2,28912.2,29351.3
2023-05-01,29428,29447.1,27666.7,27993
2023-05-02,27992.7,28896.3,27878,28674.9
2023-05-03,28677.9,29063.9,28127.6,28931
2023-05-04,28931.2,29374.3,28686.9,28850.3
2023-05-05,28850.3,29672.8,28759,29557.8
2023-05-08,28808.7,28874.9,27282.4,27562.1
2023-05-09,27585.6,27841.5,27405.4,27625.2
2023-05-10,27630.3,28344.5,26885.1,27536.1
2023-05-11,27533.3,27751.5,26776.9,27004.9
2023-05-12,27004.9,27110.9,25845.9,26442.5
2023-05-15,26922.8,27681.1,26754.1,27381.6
2023-05-16,27381.6,27387.2,26887.9,27026.5
2023-05-17,27020.6,27502.4,26604.8,27378.6
2023-05-18,27378.3,27498.7,26477,26931
2023-05-19,26928,27147.9,26740.4,26839
2023-05-22,26761.2,27073.9,26554.1,26913.9
2023-05-23,26913.9,27492.8,26809,27202.1
2023-05-24,27201.6,27252.4,26092.4,26367.1
2023-05-25,26373.3,26618.6,25927,26476.6
2023-05-26,26476.6,26939.3,26329.9,26785.3
2023-05-29,27846.3,28443.2,27532.3,27675
2023-05-30,27675,28046.2,27567,27730.2
2023-05-31,27730.2,27839.7,26849.8,27095.1
2023-06-01,27095.6,27346.7,26620.2,26897.6
2023-06-02,26897.4,27293.2,26512.4,27252.5
2023-06-05,27203.3,27447.1,25418,25669.3
2023-06-06,25666,27205.1,25361.7,27064.6
2023-06-07,27070.4,27372.8,26133.4,26133.4
2023-06-08,26158.8,26815.1,26139,26579.8
2023-06-09,26578.2,26776.1,26291.4,26410.5
2023-06-12,26057,26107.5,25642.1,25931.5
2023-06-13,25931.5,26428.8,25716,25844.1
2023-06-14,25844.1,26073.1,24837.6,25119
2023-06-15,25119,25735,24760.3,25555.6
2023-06-16,25548.8,26472.1,25170.4,26378.6
2023-06-19,26402.2,27046.4,26251.9,26761.9
2023-06-20,26761.9,28284.3,26652.5,28134.2
2023-06-21,28134.2,30763.8,28108.2,29882.5
2023-06-22,29871.2,30499.5,29654.3,30060.4
2023-06-23,30060.4,31400.6,29816.9,30901.8
2023-06-26,30459.7,30666.3,29941.8,30165.5
2023-06-27,30164.4,31005.5,30105.7,30723
2023-06-28,30723.2,30739.2,29951.5,30134
2023-06-29,30134,30832.5,30047.7,30413.1
2023-06-30,30413.7,31272.9,29494.6,30377.2
2023-07-03,30562.7,31386,30433.8,31052.1
2023-07-04,31052.4,31331.1,30626.8,30810.5
2023-07-05,30806.1,30881.4,30198.2,30474.8
2023-07-06,30474.8,31487.2,29893,30222
2023-07-07,30222,30445.6,29723.8,30224.4
2023-07-10,30159.3,31043.1,29960.1,30343.4
2023-07-11,30320.1,30813,30206,30570.5
2023-07-12,30570.8,30974.2,30218.8,30355.4
2023-07-13,30355.4,31818.7,30252.5,31266.5
2023-07-14,31266.2,31627.3,29935.6,30132.8
2023-07-17,30306.6,30375.9,29674.3,30249.2
2023-07-18,30243.8,30273,29531.4,29807.5
2023-07-19,29807.5,30191.6,29762,29933.6
2023-07-20,29933.6,30417.2,29578.8,29879.3
2023-07-21,29867.5,30057.9,29724.5,29867.2
2023-07-24,29954.7,30098,28864.7,29163.8
2023-07-25,29163.6,29371.3,29045.7,29226.9
2023-07-26,29226.9,29682.8,29092.3,29467.2
2023-07-27,29467.2,29566.3,29093.3,29179.2
2023-07-28,29182.1,29527.9,29116.4,29313.9
2023-07-31,29211.3,29525.8,29105.4,29238.3
2023-08-01,29238.3,29343,28565.3,29225.7
2023-08-02,29230,30017.5,28928.7,29162.9
2023-08-03,29162.9,29398.5,28940.7,29221.4
2023-08-04,29217.1,29305.2,28940,28998.4
2023-08-07,29044.3,29241.9,28514,29162.2
2023-08-08,29162.3,30207.3,29110,29849
2023-08-09,29853.5,30117.3,29352.4,29501.2
2023-08-10,29501.2,29705.1,29307.3,29434.8
2023-08-11,29434.8,29521.4,29223.1,29360.1
2023-08-14,29344,29660.9,29076.2,29372.3
2023-08-15,29371.3,29457,29104.6,29197.8
2023-08-16,29197.8,29224.1,28842.6,28897.2
2023-08-17,28897.3,28944.3,25201,26234.7
2023-08-18,26238.8,26989.7,25621.7,26062.5
2023-08-21,26178.6,26230.6,25816.9,26192.4
2023-08-22,26192.1,26192.3,25392.4,25661.2
2023-08-23,25660.5,26805.7,25634.5,26314.8
2023-08-24,26315,26566.1,25857.2,26081.7
2023-08-25,26081.7,26296.3,25765.6,25945.3
2023-08-28,26055.6,26231.7,25864.9,25969.4
2023-08-29,25969.4,28084.6,25904.1,27661.4
2023-08-30,27664.2,27768.9,27022.3,27259.6
2023-08-31,27259.7,27560.7,25665.6,26021.4
2023-09-01,26021.4,26141.7,25332.7,25630
2023-09-04,25963,26089.1,25624,25670.5
2023-09-05,25664.9,25867.1,25571.6,25722.4
2023-09-06,25722.4,26005.7,25403.9,25710.8
2023-09-07,25709.9,26419.4,25600,26140.9
2023-09-08,26146.6,26433.6,25672.4,25874.4
2023-09-11,25892.9,26008,24910.6,25139.9
2023-09-12,25139.9,26544.5,25087,26100.9
2023-09-13,26100.6,26400.6,25761.9,26232
2023-09-14,26232,26857.1,26128.6,26535.4
2023-09-15,26542.5,26676.1,26224,26402.5
2023-09-18,26491.3,27414.7,26407.6,26843.4
2023-09-19,26843.4,27484.5,26674.9,27161.8
2023-09-20,27161.8,27391.9,26807.9,27108.2
2023-09-21,27113.7,27157,26380.2,26612.6
2023-09-22,26612.6,26739.6,26481.2,26540.4
2023-09-25,26520.4,26520.4,25994,26276.5
2023-09-26,26278.3,26392.1,26080.5,26154.1
2023-09-27,26154.1,26823.8,26095.7,26257.5
2023-09-28,26260.5,27296.3,26260.5,27004.5
2023-09-29,27002.2,27232.5,26704.8,26918.5
2023-10-02,27177.1,28495.5,27158.2,27480.2
2023-10-03,27464.4,27671.8,27165,27399.8
2023-10-04,27399.8,27833.7,27218.5,27688.1
2023-10-05,27687.7,28121.4,27365.8,27458
2023-10-06,27457.4,28048.4,27197.4,27960.3
2023-10-09,27932.8,27999.2,27322.4,27626.9
2023-10-10,27627,27737.2,27298.8,27428.7
2023-10-11,27428.7,27478.7,26541.3,26720.7
2023-10-12,26720.7,26936.9,26544.1,26749.1
2023-10-13,26749.4,26952.2,26679.2,26771.3
2023-10-16,27180.7,30006.6,27041.5,28435.1
2023-10-17,28437.2,28627.7,28089,28497.9
2023-10-18,28484.5,28890.4,28161.8,28276.5
2023-10-19,28276.5,28919.1,28146.8,28615.3
2023-10-20,28615.5,30118.1,28594.1,29544.3
2023-10-23,29761.1,31813.8,29725.4,31642.4
2023-10-24,31646.4,35179,31611.4,34144.7
2023-10-25,34138,35128.1,33691.4,34559.5
2023-10-26,34560.8,34833.3,33749.3,34113.8
2023-10-27,34114.2,34284.2,33410,33708.8
2023-10-30,34714.6,34835.5,34134,34477.6
2023-10-31,34480,34730.3,34051.5,34573.7
2023-11-01,34573.7,35592.3,34121,35285
2023-11-02,35299.6,35968.3,34332.4,34793
2023-11-03,34793.3,34951.2,34123.1,34616.2
2023-11-06,34999.4,35375.9,34757.5,35125.3
2023-11-07,35125.6,35901.3,34538.1,35298
2023-11-08,35298.3,35955.8,35119.8,35781.3
2023-11-09,35793.6,37982.5,35557.5,36559.9
2023-11-10,36549.3,37454.1,36352.6,37241.7
2023-11-13,37170.9,37429.3,36341.8,36477.7
2023-11-14,36482.5,36751.5,34960.1,35613.6
2023-11-15,35613.6,37883.8,35370.3,37724.7
2023-11-16,37726.5,37977.4,35521.7,36221.6
2023-11-17,36228,36772.1,35876.2,36468.5
2023-11-20,36999.6,37764.7,36706.4,37455
2023-11-21,37454.5,37668.3,36289.4,36382.2
2023-11-22,36393.1,37872.4,35657.9,37461
2023-11-23,37455.9,37647.9,36899.8,37310.2
2023-11-24,37310.2,38422.2,37257.5,37833.5
2023-11-27,37667.6,37667.6,36733.5,37084.6
2023-11-28,37084,38396.7,36871.7,37877.7
2023-11-29,37884.9,38386.9,37584.3,37795.1
2023-11-30,37795.6,38150.9,37516.8,37691.1
2023-12-01,37705.6,38984.9,37618.7,38775.3
2023-12-04,40085.6,42407.2,39794,41955.1
2023-12-05,41938.2,44493,41416.6,44290.9
2023-12-06,44290.9,44295.4,43399.5,43777
2023-12-07,43761.1,44046.4,42873.5,43151.2
2023-12-08,43151.2,44414.8,43107.9,44351.9
2023-12-11,43779.1,43848.3,40191.1,41266.8
2023-12-12,41267.4,42078.1,40650.7,41212.1
2023-12-13,41211.7,43448,40563.1,42977.4
2023-12-14,42972.3,43418,41784.8,43078
2023-12-15,43078,43183.3,41656.4,42229.1
2023-12-18,41674.4,42744.7,40515.1,42498.3
2023-12-19,42498.3,43430.8,41802.5,42312.1
2023-12-20,42312.1,44281.6,42193,43613
2023-12-21,43609.8,44245.8,43290.6,43957.3
2023-12-22,43957.9,44409.5,43423.1,43690.6
2023-12-26,43689.8,43689.8,41703.8,42461.5
2023-12-27,42465.9,43698.8,42107.3,43350.8
2023-12-28,43358.5,43811.9,42305.3,42643.7
2023-12-29,42647.1,43129.8,41677.7,42025.1
2024-01-02,43546.4,45915.5,43546.4,44998.4
2024-01-03,45002.8,45505.8,40823.8,42765.5
2024-01-04,42776.7,44791.8,42607.7,44377.3
2024-01-05,44377.5,44399.4,42549,43970.1
2024-01-08,43898.1,47252,43201.2,47041.9
2024-01-09,47041.9,47636.2,45198.3,46275.5
2024-01-10,46275.5,46958.7,44331.1,46911.7
2024-01-11,46914.4,48976.3,45596.9,46402.8
2024-01-12,46402.8,46512.4,43234.2,43707
2024-01-15,42223.1,43360.9,41688,42576.9
2024-01-16,42589,43562.7,42058.3,43199.5
2024-01-17,43199.1,43277.8,42176.8,42674.4
2024-01-18,42681.4,42877,40597.9,41312.9
2024-01-19,41303.7,42135.4,40259.4,41658.3
2024-01-22,41604.2,41658.8,39415.3,39784.5
2024-01-23,39794.8,40137.1,38514.1,39428.9
2024-01-24,39453.3,40517.8,39437.4,39855.2
2024-01-25,39854.9,40271.9,39523.9,39934.8
2024-01-26,39934.8,42231.5,39801.9,41942.7
2024-01-29,41827.3,43290.9,41747,43111.2
2024-01-30,43110.3,43841.3,43078.1,43326.9
2024-01-31,43324.1,43733.6,42289.3,42632.2
2024-02-01,42632.2,43267.3,41851.5,42914.7
2024-02-02,42914.7,43453.7,42522.2,42942.4
2024-02-05,42533.2,43519.5,42236.1,42449.1
2024-02-06,42448,43350.2,42406.6,43186.6
2024-02-07,43186.2,44357.3,42757.5,44151.8
2024-02-08,44151.8,45603.1,44143.8,45275.7
2024-02-09,45294.1,48206.4,45246.2,47598.6
2024-02-12,48151.9,50344.1,47714,50042.5
2024-02-13,50050.5,50391.7,48346.7,49541
2024-02-14,49542.7,52019.9,49252.3,51847
2024-02-15,51840.6,52836.5,51364.4,51695
2024-02-16,51696.1,52599.4,51614.2,51866.1
2024-02-19,52256.9,52495.3,51685.7,51939.4
2024-02-20,51949.1,52968,50765.8,52202.6
2024-02-21,52178.7,52516,50648.5,51515
2024-02-22,51511.3,52028,50915.9,51445.8
2024-02-23,51422.8,51516.6,50643.6,51077.4
2024-02-26,51713.7,54948,50914.6,54695.6
2024-02-27,54695.6,57564.2,54478,56915.8
2024-02-28,56932.3,64076.2,56725.3,61304.1
2024-02-29,61318,63684.1,60376.9,61260.2
2024-03-01,61274.8,63179.9,60798,62749
2024-03-04,62870.5,67997.6,62409.8,67997.6
2024-03-05,68002.2,68992.1,60343.8,63491.2
2024-03-06,63469.8,67634.7,62832.6,65997.8
2024-03-07,65949.5,68048,65608.1,67204.3
2024-03-08,67198.4,69981.9,66315.6,69179.7
2024-03-11,68503.9,72858.6,67640.2,72455.8
2024-03-12,72455.3,72813,69082.7,71167.2
2024-03-13,71167.2,73671.3,71041.3,72987.9
2024-03-14,72987.9,73532.1,68669,71514.3
2024-03-15,71503.6,72387.7,65630.1,67918.1
2024-03-18,68201.1,68907.5,66570.8,67691.9
2024-03-19,67688.3,68100.8,62424.3,62584.4
2024-03-20,62579,67908.4,60792.8,67489.5
2024-03-21,67488.6,67649.3,64549.8,65385.1
2024-03-22,65377.4,66632,62600.5,63493.2
2024-03-25,66947.3,71169.3,66387.3,70324.9
2024-03-26,70324.9,71580.4,69313.9,70250.3
2024-03-27,70250.8,71756,68378.4,69415.5
2024-03-28,69415.5,71561.9,68852,70863.1
2024-04-01,70876.2,71371.4,68180.7,69612.6
2024-04-02,69619.9,69900.7,64570.7,65708.2
2024-04-03,65718.5,66930.3,64545.2,65927.4
2024-04-04,65949.1,69323.6,65084.2,67787.4
2024-04-05,67806.2,68754.5,65990.4,67412.2
2024-04-08,69056.4,72725.1,68908,71697.9
2024-04-09,71685.1,71993.7,68221.2,69182.1
2024-04-10,69183,70135.5,67483.6,70015.2
2024-04-11,70015.2,71271.2,69556.5,70120.3
2024-04-12,70120.8,71233.6,65641.3,66758.7
2024-04-15,63796.2,66905.2,62311.1,63273.9
2024-04-16,63296.7,64349.2,61726.4,64029
2024-04-17,64020,64489.9,59687.5,61291.4
2024-04-18,61326.7,64147.7,60822.8,63547.7
2024-04-19,63514.6,65483.1,59607.8,64264
2024-04-22,64667.1,66849.3,64519,66546.4
2024-04-23,66571.6,67239.5,65821.5,66350.3
2024-04-24,66350.3,67073.1,63559.8,64337.2
2024-04-25,64333.5,65237.1,62755.7,64683
2024-04-26,64672.5,64813.8,63322.3,63811.7
2024-04-29,63577.6,63721.4,61834.5,63092.2
2024-04-30,63086.7,64698.5,59113.8,60113.1
2024-05-01,60106.9,60984.5,56509.9,57800.7
2024-05-02,57822.1,59581.9,56898.6,59115.6
2024-05-03,59112.8,62163.1,58817.3,62035.5
2024-05-06,63839.8,65484,62699.4,63555.4
2024-05-07,63542.8,64396.4,62792.7,63078.3
2024-05-08,63076.3,63122.5,61378.6,61474.1
2024-05-09,61451.1,62809.7,60621.4,62533.6
2024-05-10,62543.7,63457,60182.5,60620
2024-05-13,61223.8,63437.6,60737.1,62893
2024-05-14,62909.6,63100.6,61118.3,61672.4
2024-05-15,61672.4,66442,61307.9,65895.2
2024-05-16,65915.2,66744.5,64609.9,65468.1
2024-05-17,65468.1,67474.1,65113.4,66953.6
2024-05-20,66278.7,70285.9,66060.6,69707.2
2024-05-21,69744.7,71957.4,69148.6,69756.8
2024-05-22,69702.4,70592,68923.2,69469.5
2024-05-23,69479.1,70036.3,66494.2,67872
2024-05-24,67946.7,69223.7,66611.6,69160.1
2024-05-27,68470.1,70600.5,68205.3,69734
2024-05-28,69701.4,69701.4,67235,68314.4
2024-05-29,68302.2,68853.4,67097.8,67626
2024-05-30,67611.8,69472.9,67099.2,68392.9
2024-05-31,68392.9,68986.9,66627.1,67658.9
2024-06-03,67776.8,70266.6,67573,69062.6
2024-06-04,69069.8,71059.5,68547.1,70620.4
2024-06-05,70620.4,71767.4,70382.3,71145
2024-06-06,71146,71630.6,70100.6,70718.3
2024-06-07,70718.3,71924.8,68769.1,69188.3
2024-06-10,69773.9,70165.5,69166.3,69566.6
2024-06-11,69568.1,69572.9,66022.2,67382.7
2024-06-12,67390.8,69999.5,66898.5,68513.7
2024-06-13,68513.7,68517.5,66299.3,66930.3
2024-06-14,66943.3,67321,65033,65470.7
2024-06-17,66522.9,67248.1,65074.9,66527.4
2024-06-18,66541.5,66685.3,64048.7,65184.3
2024-06-19,65184.3,65712.5,64650.8,64978.5
2024-06-20,64978.5,66455.3,64514.4,65004.2
2024-06-21,65004.2,65100.7,63403,64305.3
2024-06-24,63794.6,63794.6,58495.2,60036.2
2024-06-25,60075.5,62381.8,59941.6,61905.7
2024-06-26,61908.3,62468.7,60683.2,61013.1
2024-06-27,61006.4,62322.3,60561.6,61448.8
2024-06-28,61453.7,62150,59977.2,60064
2024-07-01,61843.6,63790.5,61843.6,63077.5
2024-07-02,63045.7,63216.3,61735.6,61858.9
2024-07-03,61858.9,62190.2,59350.7,60203.2
2024-07-04,60176,60431.3,56729.8,58461.4
2024-07-05,58460.3,58731.6,53742.3,56481.2
2024-07-08,56571.6,57904.5,54276.1,56666.8
2024-07-09,56637.6,58249.5,56291.7,57799.1
2024-07-10,57815.1,59421.9,57150.6,57445.5
2024-07-11,57424.4,59352.4,57108.5,57458.3
2024-07-12,57458.3,58536,56542.5,57657.1
2024-07-15,61387.7,63845.9,60664.5,63564.3
2024-07-16,63564.3,65207.3,62402.8,64522.3
2024-07-17,64516.5,66104.7,63867.5,64323.9
2024-07-18,64322.7,65110.9,63233.1,63837.3
2024-07-19,63837.3,67404,63293.5,66977.4
2024-07-22,68222.5,68476.2,66577,67853.6
2024-07-23,67866.5,67875.2,65475,65880
2024-07-24,65880,67105,65192.8,65618
2024-07-25,65658.5,65980.9,63437.2,65818.9
2024-07-26,65821,68133.8,65620.6,67928.3
2024-07-29,68032.7,70020.6,66440.7,67492.7
2024-07-30,67481.8,67545.6,65287.3,66283.5
2024-07-31,66302.4,66805.6,64499,64953.6
2024-08-01,64962.4,65290.7,62256.8,64818.8
2024-08-02,64849.5,65558.2,62390.8,62631.5
2024-08-05,58448,59100.9,49060.2,54426.5
2024-08-06,54375.9,57046.6,53921.4,56491.7
2024-08-07,56479.6,57713.3,54676.4,55435.7
2024-08-08,55425.6,61341,54579.1,61090.3
2024-08-09,61202.1,62662.5,59668.7,60732.3
2024-08-12,59015.8,60611.5,57672.1,58976.1
2024-08-13,58976.5,61587.7,58487.3,61037.3
2024-08-14,61041.4,61781.4,58675.4,58918.4
2024-08-15,58931.3,59838.6,56112.9,57638.5
2024-08-16,57600.3,59840.8,57152.6,59698.6
2024-08-19,59455.1,59590.1,57843.9,58980.6
2024-08-20,58992.5,61396,58606.3,59297.5
2024-08-21,59292.2,61830.3,58814.1,61238.4
2024-08-22,61238.4,61511.9,59796.8,60548.8
2024-08-23,60559,63841.4,60311.8,63622.1
2024-08-26,64422.6,65024.1,62899,63170.3
2024-08-27,63167.2,63291.5,59999.5,60412
2024-08-28,60394.1,60394.1,57873,59118.4
2024-08-29,59121.5,61175.5,58851.2,59496.1
2024-08-30,59495.4,59878.4,57730.3,58776.8
2024-09-02,58341,59264.8,57131.1,59037.1
2024-09-03,59041.2,59803.2,57554.2,58097.3
2024-09-04,58122.9,58519.9,55686.1,58093.6
2024-09-05,58093.9,58383.5,55710.9,56130.8
2024-09-06,56130.5,56971.9,53233.1,53512.8
2024-09-09,54483.7,57941.1,54336.8,57464.6
2024-09-10,57458.3,58040.3,56399.9,57503.9
2024-09-11,57514.2,57981.7,55559.2,57353.2
2024-09-12,57357.2,58525,57225.2,57916.6
